Newly Diagnosed Diabetes; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2018,,,,,
Data downloaded on 16-May-2023,,,,,
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Crockett County,Tennessee,47033,96.5,55,164.2
Summit County,Colorado,8117,96.9,52,173.7
Lincoln County,Wyoming,56023,96.9,68.5,133.1
Howard County,Arkansas,5061,97.2,53,174
Gooding County,Idaho,16047,97.2,62.6,154.7
Dickenson County,Virginia,51051,97.5,56.1,162.2
Adams County,Washington,53001,97.5,66.9,141.7
Perry County,Arkansas,5105,97.7,53.4,167.7
Roosevelt County,Montana,30085,97.7,76.1,124.4
Sevier County,Utah,49041,97.7,69.7,136.8
Blaine County,Idaho,16013,97.9,59.4,144.5
Shoshone County,Idaho,16079,97.9,61.3,144.7
Twiggs County,Georgia,13289,98,52.9,187.5
Bourbon County,Kansas,20011,98,72.4,131.4
Morgan County,Ohio,39115,98,64.1,143.5
Webster County,West Virginia,54101,98,55.9,158.5
Tunica County,Mississippi,28143,98.1,53,175.1
Idaho County,Idaho,16049,98.3,70.3,126.2
Washington County,Kentucky,21229,98.4,56.4,154
Marshall County,Illinois,17123,98.5,46.3,193.5
Butler County,Iowa,19023,98.6,61.9,151.2
Sawyer County,Wisconsin,55113,98.9,71.5,131.3
Jefferson County,Iowa,19101,99.1,55.4,174.2
Socorro County,New Mexico,35053,99.1,63,150.5
Morris County,Texas,48343,99.2,53,192.4
Linn County,Missouri,29115,99.5,56.9,162
Caldwell Parish,Louisiana,22021,99.6,52.1,170.9
Lancaster County,Virginia,51103,99.7,70.6,136.6
Seward County,Kansas,20175,99.8,66.7,146.1
Jones County,North Carolina,37103,100,69.9,139.7
Izard County,Arkansas,5065,100.1,62.2,151.2
Chippewa County,Minnesota,27023,100.3,68.5,143
Dent County,Missouri,29065,100.3,44.7,213.9
Pend Oreille County,Washington,53051,100.6,68.6,139.3
Fentress County,Tennessee,47049,100.7,53.7,166
Glenn County,California,6021,100.9,50.6,190.1
Wilcox County,Georgia,13315,100.9,56.4,195.6
Bourbon County,Kentucky,21017,101,56.7,172.4
Perry County,Tennessee,47135,101.2,49.3,184.7
Jenkins County,Georgia,13165,101.4,50.4,188.8
Smith County,Mississippi,28129,101.4,63.4,158.6
Perry County,Indiana,18123,101.7,56.9,176.5
Uinta County,Wyoming,56041,101.7,72.6,140.2
Zavala County,Texas,48507,101.9,27.1,304.5
Braxton County,West Virginia,54007,102,64.1,154.1
Stutsman County,North Dakota,38093,102.1,72.7,138.7
King William County,Virginia,51101,102.2,61.9,162.9
Nicholas County,Kentucky,21181,102.6,43.8,195.9
Union County,Tennessee,47173,102.6,51.1,185.3
Vernon County,Missouri,29217,102.9,50.2,198.9
Lawrence County,Arkansas,5075,103.1,58.6,179.9
Perry County,Mississippi,28111,103.4,57.7,180.4
Colonial Heights City,Virginia,51570,103.4,66.3,157
Trinity County,California,6105,103.5,48.9,194.2
Amelia County,Virginia,51007,103.5,60.1,180.8
Marquette County,Wisconsin,55077,103.5,56.5,180.5
Pike County,Arkansas,5109,103.6,58.1,166.6
Searcy County,Arkansas,5129,103.6,53.8,175.3
Jefferson County,Florida,12065,103.6,77.3,135
Wayne County,Iowa,19185,103.8,64.7,149.4
Hamilton County,Florida,12047,104.1,79.9,136.4
Powell County,Kentucky,21197,104.1,48.6,177.3
Jefferson County,Idaho,16051,104.5,67.2,150.3
Middlesex County,Virginia,51119,104.6,64.4,157.3
Bates County,Missouri,29013,104.7,67.1,154.6
Texas County,Oklahoma,40139,104.8,67.6,160.3
Franklin County,Texas,48159,104.8,40.7,227.8
Crowley County,Colorado,8025,104.9,31.5,227.2
Delaware County,Iowa,19055,104.9,68.3,154.9
Hubbard County,Minnesota,27057,104.9,75.8,145.3
Marion County,Georgia,13197,105.2,54.1,199
Avery County,North Carolina,37011,105.3,43.8,218.7
Essex County,Virginia,51057,105.3,68.9,158.1
Vinton County,Ohio,39163,105.4,76.7,141.5
Miller County,Missouri,29131,105.6,58.7,169
Charlotte County,Virginia,51037,105.6,68.4,164.2
Plumas County,California,6063,105.7,51.2,213.1
Custer County,Montana,30017,105.7,70.9,149.7
Beckham County,Oklahoma,40009,105.9,65.4,154.4
Kewaunee County,Wisconsin,55061,106,48.7,199.9
Wilcox County,Alabama,1131,106.2,71.1,156
Las Animas County,Colorado,8071,106.2,69,160.3
Candler County,Georgia,13043,106.3,58.2,179.1
Early County,Georgia,13099,106.5,54.8,187.5
Inyo County,California,6027,106.6,57.2,209
Schuyler County,Illinois,17169,106.6,37.6,208.3
Kemper County,Mississippi,28069,106.6,65.5,160.7
Kanabec County,Minnesota,27065,106.7,71.4,146.5
Wasco County,Oregon,41065,106.7,66.6,166.2
Camp County,Texas,48063,106.7,48.7,230.1
Gates County,North Carolina,37073,107.1,61.1,179.5
Richland County,Wisconsin,55103,107.1,53,189.7
Gaines County,Texas,48165,107.3,44.4,258.7
Henry County,Iowa,19087,107.7,65.8,166.4
Burnett County,Wisconsin,55013,107.7,56.2,201.4
Otoe County,Nebraska,31131,107.8,82.1,137
Albany County,Wyoming,56001,108,78.6,145.4
Washburn County,Wisconsin,55129,108.1,58.8,179.1
Charlton County,Georgia,13049,108.4,62,198.8
Vermillion County,Indiana,18165,108.4,60.3,171.5
Adair County,Missouri,29001,108.4,63.8,176.9
Carbon County,Utah,49007,108.6,81.5,144.7
Goochland County,Virginia,51075,108.8,68.9,167.1
Bremer County,Iowa,19017,109,69.5,164.6
Leelanau County,Michigan,26089,109.1,67.8,168.7
Nolan County,Texas,48353,109.2,33.7,257
Humphreys County,Tennessee,47085,109.4,48.5,223.3
Amite County,Mississippi,28005,109.6,75.9,151.3
San Augustine County,Texas,48405,109.6,56.6,215.5
Tallahatchie County,Mississippi,28135,109.7,72.7,156.5
Calhoun County,Florida,12013,109.8,84.4,136.9
Dukes County,Massachusetts,25007,109.9,62,181.1
Doddridge County,West Virginia,54017,110,59.8,179.2
Irwin County,Georgia,13155,110.1,53.3,230.3
Calhoun County,South Carolina,45017,110.3,76.6,157.2
Mitchell County,Texas,48335,110.5,37.2,256.7
San Juan County,Utah,49037,110.6,79.5,143.8
Calhoun County,Mississippi,28013,110.7,73.8,165.3
Marion County,Arkansas,5089,110.8,65.5,174.8
Emmet County,Michigan,26047,110.8,69.2,169.3
Waseca County,Minnesota,27161,110.8,75.6,152.6
Macon County,Georgia,13193,110.9,75.6,158.5
Allen County,Kansas,20001,111.1,78.1,155.9
Harrison County,Ohio,39067,111.4,71.4,162.5
Noble County,Oklahoma,40103,111.5,65.7,181.8
Carroll County,Mississippi,28015,111.6,70.1,172.2
Beadle County,South Dakota,46005,111.7,66.3,176.6
Appomattox County,Virginia,51011,111.7,63.9,190.2
Plymouth County,Iowa,19149,112,68.8,179.7
Gulf County,Florida,12045,112.1,86.9,144.3
Caldwell County,Kentucky,21033,112.1,73.5,169.8
Dodge County,Minnesota,27039,112.2,76.6,163.5
Gilmer County,West Virginia,54021,112.2,45.4,217.9
Benzie County,Michigan,26019,112.4,65.9,169
Gem County,Idaho,16045,112.5,69.4,168.1
Madison County,Idaho,16065,112.5,72.4,169.2
Saline County,Illinois,17165,112.5,57.8,226.6
West Feliciana Parish,Louisiana,22125,112.5,67.2,186.7
Summit County,Utah,49043,112.5,77.6,153.7
Trigg County,Kentucky,21221,112.7,72.8,161
Northampton County,Virginia,51131,112.8,79.3,163
Lunenburg County,Virginia,51111,112.9,74.5,173.1
Potter County,Pennsylvania,42105,113.2,46.8,220.1
Crenshaw County,Alabama,1041,113.4,70.8,176.9
Moultrie County,Illinois,17139,113.4,47.4,229.2
Ripley County,Missouri,29181,113.4,60,189.4
Saluda County,South Carolina,45081,113.8,78.4,155.2
Tillamook County,Oregon,41057,114.1,71.8,176.1
Madison Parish,Louisiana,22065,114.4,65.2,211.1
Union County,Florida,12125,114.5,82.5,162.1
Jackson County,Iowa,19097,114.5,70.2,177.1
Kent County,Maryland,24029,114.7,87.4,149.9
Giles County,Virginia,51071,114.8,63.1,212
Bledsoe County,Tennessee,47007,114.9,59.9,209.1
Hardin County,Iowa,19083,115,76,178.4
Blackford County,Indiana,18009,115.1,65.9,187.5
Meeker County,Minnesota,27093,115.1,75.6,167.3
Montour County,Pennsylvania,42093,115.1,59.6,200.1
Union County,Georgia,13291,115.2,54.3,210.9
Jackson County,Kentucky,21109,115.2,71.1,176.6
Madison County,Missouri,29123,115.2,48.4,214.8
Taylor County,Wisconsin,55119,115.4,65.4,179.5
Lamb County,Texas,48279,115.5,45.3,323.7
Harrison County,Iowa,19085,115.8,73,174.8
Greene County,Georgia,13133,116.1,76.8,168.4
Long County,Georgia,13183,116.1,66.4,190.6
Glacier County,Montana,30035,116.2,92.2,141.2
Pamlico County,North Carolina,37137,116.3,60.8,252.3
Dixie County,Florida,12029,116.4,86.7,153.1
Lafayette County,Wisconsin,55065,116.7,58.3,208.6
Dickinson County,Kansas,20041,116.9,86.7,156.2
Grant County,West Virginia,54023,116.9,68.9,180
Summers County,West Virginia,54089,117.2,73.1,173.8
Andrews County,Texas,48003,117.5,47.4,233.7
Glades County,Florida,12043,117.6,87.3,156.8
Wabash County,Illinois,17185,117.7,46.2,233.7
Jasper County,Illinois,17079,117.8,50.7,242.5
Iron County,Missouri,29093,117.9,64.8,191.4
Fairfax City,Virginia,51600,118,82.7,164.4
Lewis County,Kentucky,21135,118.1,70.7,177.3
Owen County,Kentucky,21187,118.1,59.9,211.5
New Kent County,Virginia,51127,118.2,72.5,194.7
Poquoson City,Virginia,51735,118.3,51.7,242.1
Greene County,Alabama,1063,118.4,69.4,186.4
Greene County,Mississippi,28041,118.5,57,234.4
Turner County,Georgia,13287,118.6,59.1,206.7
Carroll County,Iowa,19027,118.8,64.8,193.3
Fayette County,Iowa,19065,120,80.2,170.7
Berrien County,Georgia,13019,120.1,67.4,205.1
Big Horn County,Montana,30003,120.1,90.8,156.7
Lawrence County,South Dakota,46081,120.3,90.7,157.2
Dickinson County,Iowa,19059,120.5,77.7,180.5
Presque Isle County,Michigan,26141,120.5,61.7,213.9
Terry County,Texas,48445,120.5,51.1,260.3
Cass County,Iowa,19029,120.7,80.5,181.7
White Pine County,Nevada,32033,120.8,70.8,193.4
Martin County,Minnesota,27091,121,80.2,178.6
Decatur County,Tennessee,47039,121,74.2,203.8
Missaukee County,Michigan,26113,121.3,75.5,187.2
Wayne County,Illinois,17191,121.5,50.4,253.1
Franklin County,Indiana,18047,121.5,69.3,193.7
Lincoln County,Wisconsin,55069,121.8,79,185.2
Yell County,Arkansas,5149,122,69.2,202.3
Overton County,Tennessee,47133,122,66.4,202
Henry County,Kentucky,21103,122.3,51,274.4
Mason County,Kentucky,21161,122.9,82.9,179.8
Sumter County,Alabama,1119,123,81.5,182.2
Clark County,Wisconsin,55019,123,67,209.9
Crawford County,Illinois,17033,123.1,55.5,260.3
Todd County,Minnesota,27153,123.2,88.6,167.8
Lamoille County,Vermont,50015,123.2,93.2,159.6
Buchanan County,Iowa,19019,123.3,78.2,185.5
Breckinridge County,Kentucky,21027,123.3,74,198
Marion County,Kentucky,21155,123.3,78.4,182.9
Stark County,North Dakota,38089,123.3,90.1,167.2
Ellis County,Kansas,20051,123.5,88.2,166.2
Montgomery County,Georgia,13209,123.6,50.6,238.5
Massac County,Illinois,17127,123.7,60.2,226.2
Washington County,North Carolina,37187,124,83,170.9
Stone County,Mississippi,28131,124.1,70.4,212.6
Rains County,Texas,48379,124.1,42.9,311.9
Estill County,Kentucky,21065,124.2,61.1,235.3
Swain County,North Carolina,37173,124.2,67,221.3
Lawrence County,Kentucky,21127,124.6,77.7,183.7
Oglethorpe County,Georgia,13221,125,67.3,223.2
Page County,Iowa,19145,125,84.8,181.1
Yalobusha County,Mississippi,28161,125.1,86.6,177.4
Bamberg County,South Carolina,45009,125.1,87.5,179.2
Arkansas County,Arkansas,5001,125.2,80.9,183.2
Jones County,Iowa,19105,125.3,74,200
Magoffin County,Kentucky,21153,125.4,78.8,184.7
Robertson County,Texas,48395,125.8,74.5,207.6
Bullock County,Alabama,1011,125.9,74.8,219.2
Perry County,Missouri,29157,125.9,65.1,208.1
La Salle County,Texas,48283,125.9,31.8,306.8
Pulaski County,Indiana,18131,126.1,59,229.7
Owyhee County,Idaho,16073,126.7,78.3,196.3
Appling County,Georgia,13001,126.9,73,216.6
Lincoln County,Montana,30053,127,86.9,181.3
Elbert County,Colorado,8039,127.2,75.6,194.4
Union County,Iowa,19175,127.2,85.1,179.5
Lee County,Texas,48287,127.2,71.7,200.2
Moore County,Texas,48341,127.3,40.7,346.1
Livingston County,Missouri,29117,127.5,74.2,200.7
Kossuth County,Iowa,19109,127.7,83.2,192.6
Appanoose County,Iowa,19007,128,69.3,206
Hart County,Kentucky,21099,128,79.1,203.7
Oglala Lakota County,South Dakota,46102,128,104.8,154.9
Chickasaw County,Mississippi,28017,128.3,83.8,191
Franklin County,Kansas,20059,128.4,91.8,171.6
Bienville Parish,Louisiana,22013,128.4,79.6,203.2
Piscataquis County,Maine,23021,128.4,100.9,163.3
Osage County,Missouri,29151,128.4,62.1,222
Taos County,New Mexico,35055,128.6,86.2,185.8
Madison County,Virginia,51113,128.6,78.2,214.9
Screven County,Georgia,13251,128.7,80.8,195.2
Choctaw County,Oklahoma,40023,128.7,90.7,175.7
Minidoka County,Idaho,16067,129,83,187.6
Lewis County,West Virginia,54041,129,83.1,189.8
Jerome County,Idaho,16053,129.1,80.7,190.2
Allen County,Kentucky,21003,129.1,71.3,221.3
Trempealeau County,Wisconsin,55121,129.1,69.8,216.3
Cumberland County,Illinois,17035,129.3,53.2,255
Smith County,Tennessee,47159,129.4,70.6,238.9
Jefferson County,Kansas,20087,129.9,91.1,176
Davison County,South Dakota,46035,129.9,82.8,190.7
Clay County,Texas,48077,129.9,69.2,213.6
Cassia County,Idaho,16031,130.1,86.8,180
Pottawatomie County,Kansas,20149,130.1,96.1,170.7
Schuyler County,New York,36097,130.4,97.1,172.5
Rolette County,North Dakota,38079,130.4,102.8,162.8
Parke County,Indiana,18121,130.5,66,232
Marshall County,Oklahoma,40095,130.6,83.4,195.6
West Carroll Parish,Louisiana,22123,130.7,71.3,210.8
Chowan County,North Carolina,37041,130.8,81.4,209.1
Jasper County,Georgia,13159,130.9,79.4,209.8
Brooks County,Georgia,13027,131,83.5,196.6
Freeborn County,Minnesota,27047,131,86.6,188
Jackson County,Oklahoma,40065,131.3,84.7,200.8
Elbert County,Georgia,13105,131.4,79.8,214.5
Choctaw County,Alabama,1023,131.6,90.6,178.8
Rowan County,Kentucky,21205,131.6,87.2,184.7
Wabasha County,Minnesota,27157,131.6,88.1,186.6
Westmoreland County,Virginia,51193,132,95.1,178.4
Breathitt County,Kentucky,21025,132.1,84.3,188.5
Rockcastle County,Kentucky,21203,132.1,73.9,206.8
Covington County,Mississippi,28031,132.1,87.4,187.8
Leon County,Texas,48289,132.4,71.9,223.1
Saunders County,Nebraska,31155,132.5,97.8,172.6
Blanco County,Texas,48031,132.8,65.1,244.8
Langlade County,Wisconsin,55067,132.8,80.9,214.6
Karnes County,Texas,48255,132.9,51.5,312.5
Clarke County,Mississippi,28023,133,92.5,190.2
Jefferson County,Washington,53031,133,88.2,200.4
Yankton County,South Dakota,46135,133.1,81.7,201.6
Dickinson County,Michigan,26043,133.4,60.9,252.4
Carroll County,Illinois,17015,133.5,67.7,240.6
Dakota County,Nebraska,31043,133.5,108.5,165
Lamar County,Georgia,13171,133.6,73.2,251.5
Polk County,Tennessee,47139,133.6,65.3,226.2
Menard County,Illinois,17129,133.7,64.3,257.5
Vernon County,Wisconsin,55123,133.7,75.1,216.5
Meade County,South Dakota,46093,133.9,106.1,166.2
Crawford County,Michigan,26039,134.1,67.3,229.4
Martin County,Kentucky,21159,134.3,75,220.9
Lyon County,Minnesota,27083,134.3,92.2,185
Heard County,Georgia,13149,134.4,61.4,270.2
Hardy County,West Virginia,54031,134.4,86.7,194.6
Benton County,Tennessee,47005,134.5,65.1,241.4
Madison County,Florida,12079,134.7,110.2,164.7
Vilas County,Wisconsin,55125,135.5,95.5,187.7
Newton County,Texas,48351,135.6,73.6,229.3
Latah County,Idaho,16057,135.7,96.1,196.1
Adair County,Kentucky,21001,135.7,87.3,201
Le Sueur County,Minnesota,27079,135.7,86.1,201.2
Monroe County,West Virginia,54063,136.1,83.4,205
Plaquemines Parish,Louisiana,22075,136.2,84.6,213.8
Antrim County,Michigan,26009,136.3,79.4,203.5
Osage County,Kansas,20139,136.6,98.1,184.9
Dade County,Georgia,13083,136.7,70.9,241
Pulaski County,Georgia,13235,136.7,79.1,223
Manistee County,Michigan,26101,136.7,86,210.6
Casey County,Kentucky,21045,136.8,81.8,207.8
Hockley County,Texas,48219,137,56.9,287.2
Becker County,Minnesota,27005,137.1,104.6,180.1
Walthall County,Mississippi,28147,137.3,91.2,196.6
Deaf Smith County,Texas,48117,137.3,39.9,322.1
Washington County,Illinois,17189,137.4,60.6,277.8
Switzerland County,Indiana,18155,137.4,70.7,223.5
Daviess County,Indiana,18027,137.5,83.1,212.3
Putnam County,Ohio,39137,137.5,92.9,195.9
Sevier County,Arkansas,5133,137.6,86.8,212.3
Teller County,Colorado,8119,137.6,84,208.6
Nicollet County,Minnesota,27103,138.4,99.3,192.9
Union County,Mississippi,28145,138.4,91.9,213.8
Nobles County,Minnesota,27105,138.7,96.5,195.2
Lasalle Parish,Louisiana,22059,138.9,75.9,237.2
Charlevoix County,Michigan,26029,138.9,82.9,215.7
Wright County,Missouri,29229,139,71.3,243.6
Brown County,Minnesota,27015,139.2,93.8,193.3
Martinsville City,Virginia,51690,139.3,72.9,235.9
Buckingham County,Virginia,51029,139.4,93.2,207.7
Boone County,Iowa,19015,139.6,89.1,202.3
Hughes County,Oklahoma,40063,139.8,82.2,233.8
Lake County,Tennessee,47095,139.8,54.3,269.6
Hampshire County,West Virginia,54027,140,87.3,216.6
Crawford County,Georgia,13079,140.2,74.5,258.7
Juneau County,Wisconsin,55057,140.4,79.1,254.2
Brantley County,Georgia,13025,140.6,68.5,252.3
Reeves County,Texas,48389,140.6,47.1,380.5
Currituck County,North Carolina,37053,141.2,75.3,255.5
Hutchinson County,Texas,48233,141.3,58.5,341.5
Lafayette County,Missouri,29107,141.4,95,199.2
Wayne County,Missouri,29223,141.8,82.6,221.4
Neosho County,Kansas,20133,141.9,98.5,194.8
Barbour County,West Virginia,54001,142.1,88.7,220.1
Manassas Park City,Virginia,51685,142.5,68.7,275.8
Otsego County,Michigan,26137,142.6,82.3,228.1
Drew County,Arkansas,5043,142.7,98.7,203.5
Elmore County,Idaho,16039,143,76.6,248.8
Gogebic County,Michigan,26053,143,67.5,280.4
Logan County,Colorado,8075,143.1,87.6,217.4
Otero County,Colorado,8089,143.1,90.5,208.8
Juneau City and Borough,Alaska,2110,143.2,101.4,196.7
Tyler County,Texas,48457,143.4,85.2,249.8
Craig County,Oklahoma,40035,143.6,89.2,225.4
Wayne County,Tennessee,47181,143.7,66.1,279.8
Falls County,Texas,48145,143.7,72.6,270.5
Prince Edward County,Virginia,51147,144.3,100.5,202.3
Sheridan County,Wyoming,56033,144.3,108.2,184.6
Pemiscot County,Missouri,29155,144.6,102.7,201.3
Alleghany County,Virginia,51005,144.7,87.4,216.8
Klickitat County,Washington,53039,144.7,104.1,191.1
Lee County,South Carolina,45061,145,104.9,193.2
Clinton County,Missouri,29049,145.5,80.5,239.8
Piatt County,Illinois,17147,145.6,64.1,295.4
Washington County,Iowa,19183,145.9,94.2,221.8
Pike County,Illinois,17149,146,48.6,332.1
Buffalo County,Wisconsin,55011,146,71.5,272.4
Callahan County,Texas,48059,146.1,72.2,262.4
Mitchell County,North Carolina,37121,146.5,60,326.6
Nottoway County,Virginia,51135,147.1,95.5,219.4
Attala County,Mississippi,28007,147.4,100.1,206.1
Sanpete County,Utah,49039,147.6,110.8,194
Winn Parish,Louisiana,22127,147.8,72.8,286.9
Grant County,New Mexico,35017,147.8,102.4,205.7
Jackson County,Texas,48239,147.8,78.1,263.4
Osceola County,Michigan,26133,148,85,233.6
Pike County,Missouri,29163,148,80.5,257.5
Jefferson County,Georgia,13163,148.2,100.4,221
Park County,Wyoming,56029,148.2,106.5,195.8
Hale County,Alabama,1065,148.3,98.1,211.1
Clay County,Illinois,17025,148.5,57.6,332.7
Washington County,Indiana,18175,148.7,85.9,230.5
Codington County,South Dakota,46029,148.9,118.5,185.4
Johnson County,Arkansas,5071,149,94.5,233.9
Texas County,Missouri,29215,149.2,80,262
Powhatan County,Virginia,51145,149.2,91,235.2
Woodford County,Kentucky,21239,149.5,73.2,261
Gilchrist County,Florida,12041,149.6,107.2,199.8
Greensville County,Virginia,51081,149.6,77.5,288
Putnam County,Georgia,13237,149.8,92.2,239.5
Fayette County,Texas,48149,150,84.6,245.7
Grayson County,Virginia,51077,150.2,81.8,257.3
Lee County,Illinois,17103,150.3,72,293.7
Fredericksburg City,Virginia,51630,150.4,94.1,227.6
Brookings County,South Dakota,46011,150.6,117.6,192.7
Asotin County,Washington,53003,150.6,112.2,197.5
Wilbarger County,Texas,48487,150.7,84.2,252.2
Addison County,Vermont,50001,150.7,113,192.6
Sullivan County,Indiana,18153,150.9,78,255.7
Newton County,Indiana,18111,151,80.2,247.6
Orange County,Indiana,18117,151,91.7,236.9
Southampton County,Virginia,51175,151.2,97.4,235.7
Taylor County,Florida,12123,151.7,122,181.8
Fayette County,Indiana,18041,151.8,100.3,228.3
Cass County,Minnesota,27021,151.8,112.5,205.7
Payette County,Idaho,16075,151.9,100.5,217.3
Sumner County,Kansas,20191,151.9,108.5,208
Kandiyohi County,Minnesota,27067,152.1,107.8,211.5
Mille Lacs County,Minnesota,27095,152.4,117.9,199.6
Red River County,Texas,48387,152.4,101.9,231.1
Polk County,Minnesota,27119,152.5,109.2,209.4
Jasper County,Mississippi,28061,152.5,105.1,209.3
Eagle County,Colorado,8037,152.6,88.6,238.5
Benton County,Missouri,29015,152.6,96.9,223.5
Fulton County,Pennsylvania,42057,152.8,63.4,297
Grainger County,Tennessee,47057,152.9,82.1,281.9
Green County,Wisconsin,55045,152.9,81.8,268.3
Conway County,Arkansas,5029,153.1,93.7,231.3
Spencer County,Kentucky,21215,153.1,66.4,297.8
Grundy County,Tennessee,47061,153.1,81.5,240
Hale County,Texas,48189,153.5,71.7,311.2
Cherokee County,North Carolina,37039,153.9,97.7,233.2
Sabine County,Texas,48403,154,77.6,277.9
New Madrid County,Missouri,29143,154.2,108.3,213.9
Montezuma County,Colorado,8083,154.7,105.1,213
Cass County,Nebraska,31025,154.8,123,193.2
Ben Hill County,Georgia,13017,154.9,99,242
Union County,Illinois,17181,155,60.7,360.9
Delta County,Colorado,8029,155.2,96.9,230
Lavaca County,Texas,48285,155.3,79.2,283.7
Brunswick County,Virginia,51025,155.3,94.9,250.8
Washington County,Alabama,1129,155.6,106.6,219.4
Woodward County,Oklahoma,40153,155.6,101.8,234.1
Patrick County,Virginia,51141,155.6,86.4,265.1
Carroll County,Indiana,18015,156.4,98.7,234.3
Nowata County,Oklahoma,40105,156.4,82.2,258.9
Pickens County,Alabama,1107,156.6,107.4,217.7
Labette County,Kansas,20099,156.6,116.4,207.2
Cook County,Georgia,13075,156.9,97.6,233.7
Winchester City,Virginia,51840,157.3,87.4,276.3
Morgan County,West Virginia,54065,157.4,97.3,250.9
Anderson County,Kentucky,21005,157.6,85.5,252.6
Van Buren County,Arkansas,5141,157.7,88.3,251.7
Conecuh County,Alabama,1035,157.8,93.1,236.6
Colorado County,Texas,48089,157.9,90.8,269.1
Dewitt County,Texas,48123,157.9,77.3,329
Luna County,New Mexico,35029,158.2,101.6,237.5
Laclede County,Missouri,29105,158.3,87.2,260.7
Crisp County,Georgia,13081,158.5,108.3,233.7
Franklin County,Georgia,13119,158.7,80.9,285.3
Polk County,Missouri,29167,158.8,74.3,305.9
Holmes County,Mississippi,28051,159,110.2,214.9
Mcintosh County,Oklahoma,40091,159.1,112,222.4
Iowa County,Wisconsin,55049,159.1,82.5,274.4
Gage County,Nebraska,31067,159.2,120.2,202.1
Baker County,Oregon,41001,159.3,101.3,233.8
Morgan County,Georgia,13211,159.4,90.6,252.9
Custer County,Oklahoma,40039,159.5,106.5,233.5
Morrison County,Minnesota,27097,160,115.7,212.4
Orleans County,Vermont,50019,160,124.4,198.8
Mcintosh County,Georgia,13191,160.2,98.9,262.5
Pacific County,Washington,53049,160.5,114.6,217.5
Dooly County,Georgia,13093,160.6,102.2,246.4
Jackson County,Wisconsin,55053,160.9,69.7,327
Russell County,Kentucky,21207,161,101.9,245.8
Taylor County,Kentucky,21217,161,103.4,239.6
Lampasas County,Texas,48281,162.1,78,293.9
Adams County,Indiana,18001,162.4,77.7,256.4
Jasper County,Indiana,18073,162.6,101.7,259.5
Steuben County,Indiana,18151,162.8,99.5,238.9
Lyon County,Kansas,20111,162.8,117.2,220.5
Cross County,Arkansas,5037,162.9,107.9,253.7
Wayne County,Kentucky,21231,163.1,102.6,236.8
Uvalde County,Texas,48463,163.3,73.2,350.1
Ray County,Missouri,29177,163.8,95.3,278.1
Marion County,Mississippi,28091,164.1,110.4,231.7
Calhoun County,Texas,48057,164.2,96.2,260.3
La Paz County,Arizona,4012,164.5,103.4,252.8
Sioux County,Iowa,19167,164.5,105.6,245.5
Pike County,Indiana,18125,164.6,82.3,281.2
Sabine Parish,Louisiana,22085,164.6,95.8,298.8
Gibson County,Indiana,18051,164.9,93.9,263.4
Oneida County,Wisconsin,55085,165,110.1,228.3
White County,Indiana,18181,165.2,92.8,260.3
Cleburne County,Arkansas,5023,165.7,100.6,253.6
Lamar County,Alabama,1075,166,100.9,262.5
Dawson County,Nebraska,31047,166.5,121.1,219.9
Jeff Davis County,Georgia,13161,166.9,73.5,322.9
Marinette County,Wisconsin,55075,167,96.4,278.2
Rabun County,Georgia,13241,167.1,84.6,313.9
Grant County,Arkansas,5053,167.8,89.8,281.1
Mcduffie County,Georgia,13189,167.8,100.2,273.5
Clark County,Illinois,17023,167.8,53.7,365.8
Clay County,Mississippi,28025,168.2,113.6,238.5
Scott County,Virginia,51169,168.6,111.2,245.9
Platte County,Nebraska,31141,168.7,131.8,213.5
Richland County,Illinois,17159,168.8,79.7,336.5
Audrain County,Missouri,29007,168.9,91.5,290.3
Knott County,Kentucky,21119,170,123.3,232.1
Randolph County,Missouri,29175,170,106.5,259.4
Grayson County,Kentucky,21085,170.2,101.9,266.7
Newton County,Mississippi,28101,170.4,117.1,237.7
Sagadahoc County,Maine,23023,170.5,131.7,227.3
Salem City,Virginia,51775,170.6,89.3,306.9
Hempstead County,Arkansas,5057,170.8,120.3,242.8
Finney County,Kansas,20055,171.1,123.2,229.4
Carroll County,Virginia,51035,171.1,105.4,260.2
White County,Illinois,17193,171.2,69.7,382.8
Wetzel County,West Virginia,54103,171.2,111.3,244.2
Orange County,Vermont,50017,171.4,131,223.2
Tishomingo County,Mississippi,28141,171.5,110.2,257.1
Waushara County,Wisconsin,55137,172.1,94.9,297.9
Franklin Parish,Louisiana,22041,172.5,107,264.9
Garvin County,Oklahoma,40049,172.6,119.9,242.1
Fayette County,Alabama,1057,172.7,97.3,299.4
Independence County,Arkansas,5063,172.7,106.9,265.3
Menominee County,Michigan,26109,172.7,99,291.6
Mitchell County,Georgia,13205,173,98.9,325.3
Kingfisher County,Oklahoma,40073,173.4,104.3,274.8
Richland Parish,Louisiana,22083,173.9,110.9,272
Wells County,Indiana,18179,174.1,98.9,316.4
Franklin County,Maine,23007,174.1,133.7,228.1
Boone County,Arkansas,5009,174.2,117.8,249.7
Henry County,Ohio,39069,174.4,106.6,277.7
Malheur County,Oregon,41045,174.7,104.3,287.4
Meade County,Kentucky,21163,174.8,113.5,250.5
