State,County,CountyFIPS,Diagnosed,Obesity,PhysicalInactivity,Population_Aged_65_or_Older,Population_Below_Poverty,Population_Children_in_Poverty,Population_Enrolled_in_Free_or_Reduced_Lunch,Population_Food_Insecurity,Population_Minority,Population_No_Health_Insurance,Population_No_High_School_Diploma,Number_of_Primary_Care_Physicians,Newly_Diagnosed,Crowding,Unemployed,Severe_Housing_Cost_Burden,Overall_Household_Composition_&_Disability,Overall_Housing_Type_&_Transportation
Idaho,Latah County,20135.0,250.9,608.8,443.6,0.0869,0.808,10.7,26.722430112,11.4,0.3766,6.5,0.0089,31.0,21.7,0.3703,0.4166,15.231702595,0.0083,0.8179
Montana,Mccone County,20039.0,251.9,552.8,583.6,0.9351,0.0717,15.6,35.714285714,6.4,0.1904,6.7,0.1098,84.43614372109570,19.3,0.8198,0.0048,10.094212651,0.1309,0.155
California,Alameda County,20063.0,252.0,479.1,404.6,0.1079,0.2239,9.1,41.963730364,8.4,0.9618,4.4,0.4925,1853.0,23.1,0.9736,0.4303,17.07669449,0.0239,0.916
Minnesota,Washington County,46025.0,253.0,711.4,621.7,0.1404,0.008,4.3,20.188935648,4.8,0.5126,3.0,0.0131,279.0,28.2,0.2203,0.1369,9.0159259885,0.1458,0.1293
Montana,Flathead County,20183.0,254.0,764.7,622.0,0.5113,0.2943,12.5,35.985619319,9.2,0.2372,8.7,0.0755,90.0,15.8,0.5801,0.2054,12.903308937,0.0844,0.3098
Connecticut,Fairfield County,48271.0,256.2,548.1,442.0,0.2273,0.121,10.8,37.724439547,9.7,0.7768,8.4,0.3559,890.0,27.2,0.7065,0.7347,18.881856852,0.1025,0.7061
Iowa,Bremer County,31061.0,258.0,704.2,655.7,0.6113,0.0882,5.7,22.490044016,6.2,0.1098,2.6,0.0108,14.0,19.0,0.043,0.1484,6.7796610169,0.0971,0.1678
Nebraska,Sioux County,38069.0,258.3,1102.3,667.9,0.8093,0.2312,28.1,13.924050633,10.8,0.2958,8.0,0.1051,1.0,17.0,0.078,0.0159,6.712962963,0.1073,0.0325
Pennsylvania,Chester County,46071.0,263.1,709.5,593.4,0.242,0.0443,5.8,25.61610657,6.3,0.5657,5.3,0.1051,447.0,24.7,0.2604,0.3121,11.159894081,0.0493,0.3387
New Hampshire,Rockingham County,20019.0,263.5,545.6,505.5,0.3451,0.008,4.8,12.427005193,6.8,0.2426,4.4,0.0417,243.0,19.2,0.2604,0.2054,11.50216443,0.0341,0.114
Maine,Sagadahoc County,46085.0,264.3,518.6,492.8,0.7755,0.1742,10.9,34.684496448,10.2,0.1506,6.5,0.0659,24.0,26.3,0.043,0.086,11.315772525,0.171,0.1541
Colorado,Garfield County,46007.0,264.6,764.4,522.6,0.064,0.0838,9.4,43.937748824,8.2,0.7084,16.0,0.5056,45.0,24.5,0.9478,0.2924,10.513343129,0.0879,0.5915
New Hampshire,Grafton County,20089.0,265.0,627.8,502.9,0.6234,0.1812,10.6,27.475476587,9.7,0.3165,7.1,0.1347,177.0,21.5,0.2604,0.1717,13.599113418,0.0984,0.6855
Colorado,Broomfield County,40045.0,265.1,739.0,522.3,0.099,0.0127,4.1,17.346787357,7.9,0.6049,4.3,0.0051,75.0,18.5,0.4457,0.1946,10.768254916,0.0322,0.1458
Florida,St. Johns County,2070.0,266.7,811.3,654.2,0.6113,0.0997,9.3,18.218889468,9.4,0.5142,8.0,0.049,265.0,26.9,0.1223,0.3981,11.612223865,0.1149,0.1124
Missouri,Laclede County,31181.0,267.1,852.6,720.0,0.419,0.5127,20.4,61.780728635,16.5,0.2171,10.8,0.7186,18.0,27.4,0.809,0.7232,8.2417982105,0.7377,0.6256
Wisconsin,Manitowoc County,31105.0,267.8,886.2,730.1,0.6234,0.2239,9.9,34.340527578,9.0,0.3165,4.3,0.2413,39.0,27.3,0.2203,0.1245,7.6603078386,0.1315,0.2432
Minnesota,Otter Tail County,38031.0,268.6,848.5,612.4,0.8539,0.1392,10.1,36.598375561,8.9,0.2426,4.8,0.1748,35.0,18.8,0.3359,0.1717,10.297922056,0.2553,0.4753
Iowa,Clarke County,13061.0,269.7,521.9,491.7,0.4527,0.4723,15.4,55.209580838,9.8,0.4511,6.4,0.4164,4.0,25.4,0.7622,0.1484,13.976531943,0.447,0.5762
California,Colusa County,48095.0,270.4,668.6,514.3,0.1404,0.428,12.9,75.637335526,13.4,0.9456,9.8,0.9847,6.0,38.4,0.9643,0.4303,11.267806268,0.6851,0.4228
Iowa,Hamilton County,48385.0,271.4,516.3,445.8,0.6578,0.1675,10.8,46.545031056,8.4,0.3636,3.0,0.0942,5.0,41.4,0.1888,0.1245,7.3846153846,0.1821,0.1321
Iowa,Cedar County,48317.0,273.3,666.6,527.5,0.5718,0.0363,7.5,29.793146033,6.6,0.0809,2.2,0.0379,4.0,24.9,0.0981,0.0949,6.8774265114,0.1006,0.0344
Utah,Washington County,31087.0,273.7,748.9,606.7,0.7163,0.336,9.3,33.762066067,12.6,0.4826,13.3,0.1614,99.0,17.5,0.9236,0.3121,12.394235399,0.632,0.4046
Nebraska,Cherry County,31083.0,274.5,693.1,584.8,0.7666,0.2175,14.9,43.832020997,11.7,0.3922,5.9,0.2413,4.0,27.9,0.0981,0.0331,10.579710145,0.2308,0.2929
Illinois,Saline County,8009.0,276.7,590.2,527.0,0.6578,0.8567,21.4,57.716436637,16.2,0.2958,4.2,0.5829,15.0,27.9,0.4817,0.9309,12.405665254,0.9621,0.7934
Florida,Nassau County,46045.0,276.8,783.6,697.4,0.7545,0.201,11.6,44.694927714,11.7,0.4155,10.5,0.2362,42.0,18.6,0.2604,0.3634,10.62383242,0.5368,0.3031
Virginia,Falls Church City,2195.0,279.0,435.6,470.1,0.0675,0.0006,2.8,2.6874115983,6.0,0.6734,2.7,0.0,44.0,26.0,0.8873,0.2334,11.834319527,0.1102,0.3464
South Dakota,Moody County,35019.0,279.4,773.5,725.7,0.4893,0.5076,10.6,39.938712972,10.1,0.6068,9.4,0.2964,2.0,25.6,0.4056,0.3299,8.8871096878,0.5565,0.3155
Vermont,Washington County,31125.0,280.3,863.6,776.1,0.5441,0.2704,8.8,27.386097049,10.2,0.1678,3.1,0.1,61.0,19.5,0.0981,0.1822,11.811500565,0.2394,0.5721
Vermont,Grand Isle County,35059.0,280.4,731.5,640.5,0.6323,0.0672,10.6,38.087520259,7.9,0.2372,3.6,0.0579,5.0,21.5,0.0322,0.3634,15.295322636,0.0337,0.0067
Alaska,Juneau City and Borough,38045.0,281.3,853.0,730.5,0.064,0.078,11.9,29.291005291,10.3,0.7463,10.5,0.0115,40.0,18.7,0.8962,0.5481,9.2483274301,0.0226,0.9322
Missouri,Miller County,48151.0,282.6,537.9,463.1,0.5113,0.6997,19.1,45.540723544,15.2,0.1254,10.3,0.5715,9.0,28.3,0.5498,0.5669,6.7323151125,0.7058,0.4893
Tennessee,Williamson County,8095.0,282.7,777.9,602.4,0.078,0.0041,3.6,11.112615357,6.5,0.4699,4.5,0.0201,343.0,23.0,0.2604,0.1611,9.2771447974,0.071,0.0462
Nevada,Washoe County,38019.0,282.8,838.1,675.9,0.2502,0.3245,11.3,50.195537479,11.0,0.7657,9.4,0.4712,365.0,37.4,0.9042,0.5172,13.783154651,0.1598,0.772
Minnesota,Le Sueur County,30071.0,284.3,990.6,857.0,0.3664,0.121,6.4,34.152689416,7.8,0.2958,5.6,0.1347,4.0,23.9,0.4056,0.1822,8.2224247949,0.1853,0.1757
Montana,Lewis And Clark County,30097.0,284.9,581.7,663.1,0.419,0.2608,11.0,29.963861642,8.7,0.2958,5.7,0.0357,67.0,23.8,0.2203,0.1369,10.164157219,0.1856,0.454
Maryland,Howard County,2013.0,286.8,790.1,610.4,0.1035,0.0182,5.8,19.958211592,7.7,0.8621,3.9,0.0213,633.0,36.5,0.518,0.2188,11.11876526,0.0739,0.1745
Montana,Beaverhead County,48197.0,288.6,650.2,549.5,0.7755,0.5739,15.6,35.640138408,10.9,0.3165,8.1,0.0242,15.0,66.3,0.2604,0.2188,16.175359033,0.1207,0.5094
New Jersey,Union County,35023.0,290.7,661.0,507.0,0.1442,0.1742,12.0,46.284192193,7.3,0.9274,11.3,0.5922,376.0,18.4,0.9042,0.6376,18.371591927,0.276,0.7905
Iowa,Mills County,48247.0,291.6,630.2,528.7,0.419,0.1115,10.0,37.559618442,8.2,0.1678,4.1,0.1,9.0,42.4,0.2964,0.2188,8.8946780796,0.4514,0.1789
Colorado,Delta County,20049.0,291.8,412.2,474.3,0.9128,0.686,15.4,59.439586645,14.4,0.545,8.5,0.3114,23.0,29.8,0.6049,0.8675,18.044541927,0.49,0.6466
Iowa,Mahaska County,30039.0,292.2,659.7,447.9,0.4715,0.4723,11.2,42.589378688,10.2,0.2114,4.4,0.2499,15.0,24.8,0.4457,0.4691,10.60713442,0.6772,0.5989
Colorado,Denver County,17069.0,294.5,611.9,565.9,0.0449,0.428,17.3,63.856330259,10.7,0.859,9.3,0.5438,1009.0,39.1,0.7953,0.2455,15.46178615,0.0175,0.8717
Maine,Cumberland County,48195.0,295.0,735.5,538.6,0.419,0.1675,8.8,30.230438086,10.1,0.3308,5.8,0.0357,496.0,56.1,0.2604,0.1717,12.684850749,0.042,0.5925
New Hampshire,Merrimack County,20185.0,295.1,832.6,585.3,0.4091,0.0567,7.4,24.747832724,8.4,0.2518,5.7,0.0834,159.0,25.0,0.2604,0.2334,11.675998763,0.0745,0.538
Virginia,Mathews County,46137.0,295.7,772.0,467.1,0.9841,0.2369,14.6,45.03968254,10.3,0.4562,12.0,0.2964,3.0,23.3,0.043,0.0949,11.166448231,0.1824,0.0143
New Mexico,Otero County,21039.0,297.4,769.5,865.5,0.3566,0.828,24.7,78.365199538,16.7,0.8835,8.5,0.7227,34.0,22.9,0.5801,0.8341,9.530524975,0.5224,0.8618
New York,Westchester County,27155.0,298.4,677.8,589.6,0.3298,0.1392,8.5,44.455600661,7.5,0.8561,5.8,0.5056,1336.0,24.1,0.8828,0.5481,19.616864915,0.0853,0.9386
Minnesota,Cass County,16061.0,301.9,773.9,611.9,0.9147,0.486,19.4,56.965454956,11.1,0.5158,7.4,0.2165,12.0,38.6,0.7065,0.4876,11.251648949,0.7857,0.3158
Nebraska,Dawes County,2158.0,302.2,1014.3,863.7,0.4616,0.4723,16.0,40.53182917,12.5,0.4683,9.7,0.0267,7.0,37.4,0.2604,0.0194,11.150234742,0.0732,0.5441
Wisconsin,Sheboygan County,46091.0,302.3,821.3,730.2,0.3897,0.0672,8.6,36.896607518,7.5,0.4826,4.0,0.1442,73.0,29.8,0.4817,0.1946,8.1513426241,0.1385,0.5476
New Hampshire,Belknap County,29199.0,302.7,695.0,722.9,0.7456,0.1166,9.8,30.548302872,9.4,0.1162,6.6,0.1522,40.0,34.0,0.2203,0.3634,13.955253696,0.2219,0.2356
Florida,Indian River County,30101.0,304.3,939.0,904.4,0.9901,0.3245,16.0,55.732751385,11.9,0.6272,11.8,0.4397,96.0,31.8,0.2964,0.7481,12.716714358,0.2525,0.3403
Colorado,Gilpin County,29197.0,305.7,792.1,650.1,0.1786,0.0035,7.8,28.112449799,7.3,0.4358,5.7,0.0029,2.0,26.5,0.0981,0.071,14.538878843,0.0016,0.15
Maryland,Talbot County,27077.0,308.0,705.3,539.4,0.9675,0.1551,14.7,48.968743355,11.8,0.5934,4.3,0.2964,38.0,25.0,0.0981,0.1611,15.943285245,0.4117,0.0414
South Dakota,Perkins County,38029.0,308.9,691.2,559.7,0.8539,0.3,24.6,35.732647815,9.6,0.0914,8.9,0.0799,1.0,29.8,0.1223,0.1484,8.3125519534,0.2728,0.3954
New York,Columbia County,20157.0,310.8,1123.3,990.2,0.8332,0.3061,16.0,46.809227143,10.3,0.4333,4.6,0.3114,24.0,26.9,0.2964,0.3981,14.18477373,0.383,0.632
Montana,Ravalli County,29103.0,311.6,683.9,666.1,0.8988,0.4653,15.9,43.519513068,10.9,0.2302,10.9,0.2668,25.0,25.6,0.4056,0.5669,13.557948362,0.4791,0.1098
Illinois,Hancock County,20141.0,312.7,807.3,702.0,0.8373,0.3061,15.6,46.988376189,11.6,0.0497,3.0,0.1098,4.0,25.1,0.2203,0.6207,4.8907103825,0.2853,0.0949
Missouri,Camden County,37177.0,312.9,626.4,541.4,0.9596,0.5831,21.4,57.957381455,14.7,0.1585,13.1,0.4164,33.0,37.9,0.4056,0.6697,11.560902256,0.389,0.2945
Kansas,Johnson County,49017.0,315.2,716.1,748.5,0.1334,0.0226,4.1,23.01717715,8.5,0.5606,5.9,0.015,743.0,29.6,0.2604,0.1369,8.7316336101,0.1057,0.0783
Maine,Knox County,46039.0,316.4,1018.3,575.1,0.8797,0.2427,13.6,38.185421713,11.0,0.1047,9.4,0.0834,42.0,21.2,0.2203,0.2745,11.007330338,0.2703,0.4677
Kentucky,Scott County,27125.0,318.6,710.9,572.1,0.0481,0.3127,10.3,41.563126253,10.8,0.4241,5.9,0.3114,33.0,35.3,0.6313,0.2455,6.7354487055,0.3789,0.5138
Maryland,Carroll County,31129.0,319.1,1085.9,921.1,0.2891,0.0146,5.6,19.153806686,9.6,0.3588,2.9,0.1831,76.0,23.4,0.155,0.1822,8.8304376072,0.0519,0.1831
North Carolina,Lincoln County,48319.0,324.0,579.6,558.4,0.3763,0.4723,13.4,43.228761559,13.0,0.4683,8.8,0.624,41.0,29.9,0.518,0.6545,9.8515519568,0.2786,0.1939
Wisconsin,Eau Claire County,30065.0,325.5,907.5,900.0,0.1974,0.4723,10.5,36.827445652,9.9,0.3362,6.4,0.0942,140.0,25.3,0.3703,0.2054,11.052425665,0.0439,0.5896
Minnesota,Olmsted County,51017.0,325.8,664.6,662.5,0.185,0.1261,6.6,31.755563405,6.8,0.5549,3.9,0.0548,384.0,27.7,0.6049,0.2054,10.351299326,0.1968,0.5871
Oklahoma,Ellis County,48205.0,326.0,774.0,639.1,0.7829,0.686,15.7,53.417721519,14.3,0.4333,13.7,0.5339,2.0,26.4,0.0981,0.5006,6.1643835616,0.6339,0.0455
Wyoming,Crook County,16071.0,326.1,783.8,643.1,0.5441,0.0414,9.8,36.303080766,10.3,0.1585,8.8,0.1098,3.0,23.6,0.5801,0.1822,10.076923077,0.1293,0.1668
Arkansas,Stone County,16063.0,326.6,770.4,645.9,0.9459,0.8643,29.1,71.576384662,19.5,0.1366,7.6,0.8612,6.0,49.5,0.1888,0.6545,11.628949137,0.659,0.192
Kansas,Haskell County,38025.0,327.5,932.8,706.8,0.1503,0.3573,15.6,67.796610169,8.2,0.7198,17.7,0.9863,1.0,22.3,0.9602,0.086,9.649122807,0.0984,0.2467
Wyoming,Carbon County,35003.0,328.8,609.6,640.6,0.242,0.3838,12.4,39.690721649,11.9,0.5969,10.9,0.3308,8.0,21.2,0.8348,0.1035,9.0519458255,0.3343,0.8198
Wisconsin,Ashland County,8073.0,331.9,880.5,788.2,0.5113,0.4653,17.0,59.775524982,13.6,0.5259,5.6,0.1907,28.0,42.4,0.2964,0.5669,11.347291034,0.6275,0.7886
Utah,Rich County,55078.0,332.5,1165.4,772.5,0.5635,0.5739,13.3,38.14229249,14.6,0.4358,10.9,0.0006,84.43614372109570,43.6,0.6313,0.0,3.8983050847,0.3314,0.1474
Kansas,Marion County,8103.0,333.5,800.7,751.5,0.8539,0.1449,10.3,35.979807251,11.0,0.2372,6.4,0.2744,2.0,22.2,0.1888,0.3121,5.9711007225,0.3661,0.2327
New Mexico,Bernalillo County,28125.0,334.3,578.0,509.4,0.2273,0.6745,17.0,66.837927672,12.8,0.9338,8.2,0.433,720.0,45.2,0.7065,0.6376,15.929421296,0.3563,0.659
Texas,Fayette County,31031.0,335.9,1208.5,1197.4,0.8895,0.2427,14.4,47.517730496,13.3,0.6769,11.0,0.6928,8.0,27.0,0.518,0.0331,8.9321298793,0.2974,0.5861
Wisconsin,Trempealeau County,48305.0,336.2,743.7,607.4,0.432,0.1115,9.2,47.754491018,8.1,0.3461,7.3,0.3626,9.0,78.8,0.518,0.1245,7.712585034,0.3849,0.3263
Texas,Castro County,46015.0,336.5,985.1,877.7,0.1974,0.5602,20.4,65.521327014,11.8,0.9602,23.5,0.9628,1.0,24.2,0.9296,0.0525,10.620220901,0.398,0.6415
Texas,Pecos County,19159.0,338.2,1070.0,688.8,0.0869,0.3309,19.7,64.914543696,12.0,0.9748,18.1,0.9841,9.0,32.4,0.9449,0.1822,8.8986784141,0.135,0.9691
Florida,Broward County,29171.0,339.8,791.5,736.4,0.2811,0.4115,14.1,56.696852447,9.9,0.9408,14.2,0.433,1444.0,27.7,0.8828,0.6831,21.462881778,0.1716,0.6638
Minnesota,Hubbard County,48267.0,340.6,647.1,575.9,0.9064,0.2427,13.5,50.0,10.5,0.2337,5.7,0.1283,13.0,49.0,0.7622,0.1822,9.4156224382,0.5431,0.3266
Minnesota,Pope County,20007.0,340.8,937.9,812.4,0.8758,0.0592,8.3,30.443828017,8.0,0.0554,3.6,0.0942,15.0,30.2,0.155,0.0949,9.6360628619,0.2302,0.1324
Washington,Kittitas County,20171.0,341.1,992.3,832.1,0.2359,0.7452,11.1,39.314516129,12.3,0.4947,6.2,0.1907,28.0,30.5,0.2964,0.5854,19.013588869,0.0178,0.5148
Indiana,Steuben County,17013.0,342.2,706.2,569.4,0.5718,0.2497,13.4,46.32070291,11.1,0.1853,7.6,0.3384,9.0,46.1,0.1888,0.2188,8.101918122,0.2642,0.467
Colorado,Yuma County,38081.0,342.6,930.3,846.8,0.5113,0.4799,16.1,58.082901554,11.0,0.6304,9.0,0.4852,5.0,20.8,0.8962,0.086,8.714880333,0.5715,0.5285
South Dakota,Hutchinson County,40053.0,343.5,855.4,681.7,0.8621,0.2175,15.5,38.742236025,9.7,0.1429,5.3,0.5113,6.0,37.2,0.2203,0.2334,7.3983169705,0.6498,0.2636
Colorado,Elbert County,8121.0,344.2,738.7,646.3,0.1917,0.0045,6.8,23.081645181,6.2,0.3766,5.3,0.0064,4.0,28.3,0.2964,0.0949,11.859273066,0.0197,0.0035
Wisconsin,Forest County,48017.0,345.7,832.1,640.5,0.8421,0.6032,17.2,28.780812791,13.3,0.5727,9.4,0.4397,1.0,45.7,0.518,0.6968,9.7180399672,0.8026,0.4062
Colorado,Fremont County,30061.0,346.0,773.2,649.8,0.7545,0.536,17.7,57.243816254,13.6,0.575,6.9,0.3209,22.0,32.7,0.2604,0.5854,11.778974147,0.405,0.7036
Minnesota,Rock County,17059.0,346.2,715.7,612.6,0.6492,0.1675,10.6,26.043613707,7.3,0.1964,4.2,0.2095,10.0,54.1,0.5498,0.0433,5.722350526,0.4247,0.2954
New York,Suffolk County,20119.0,346.3,894.2,766.7,0.2983,0.0522,6.2,40.667856302,6.0,0.7106,4.7,0.3114,1063.0,30.1,0.6864,0.3634,18.336135767,0.0369,0.4288
California,Yuba County,21189.0,347.7,1082.5,731.9,0.064,0.7045,19.2,68.429269617,13.2,0.844,7.2,0.7765,17.0,37.3,0.9694,0.8611,15.437211847,0.8265,0.9077
Iowa,Decatur County,55037.0,348.0,768.8,702.1,0.5995,0.7723,22.8,59.716060337,11.6,0.2372,9.3,0.4397,2.0,32.0,0.6864,0.3121,9.9707697304,0.4374,0.9542
Michigan,Livingston County,48169.0,348.4,916.6,712.8,0.2811,0.0226,5.5,21.199876857,8.5,0.1585,3.6,0.0242,93.0,46.7,0.155,0.2745,8.7105347378,0.0433,0.0516
Arkansas,Clay County,31097.0,349.0,1333.3,1109.8,0.7456,0.8675,24.3,68.246051538,20.4,0.0914,6.5,0.8255,2.0,25.5,0.4056,0.4166,9.4072594073,0.9876,0.2935
Pennsylvania,Union County,13249.0,350.0,716.9,597.3,0.4091,0.2659,11.5,37.129674599,10.1,0.4919,10.1,0.5829,42.0,62.1,0.4457,0.2054,11.469509241,0.0357,0.8535
Nebraska,Washington County,49001.0,350.3,1081.2,722.0,0.4091,0.0838,6.3,22.677668352,10.9,0.1506,5.3,0.0185,9.0,21.5,0.0229,0.071,7.1482317532,0.2579,0.1038
Wisconsin,Vernon County,17151.0,351.5,639.9,564.3,0.5521,0.6258,20.1,41.953163926,10.7,0.0497,13.5,0.4473,32.0,33.8,0.7249,0.0949,12.082834161,0.2869,0.696
Utah,Utah County,48107.0,351.9,762.2,640.4,0.0025,0.2608,6.5,24.106428993,10.6,0.5221,8.0,0.0611,266.0,25.9,0.9156,0.2188,11.011070898,0.0602,0.5078
Minnesota,Nicollet County,48153.0,351.9,745.8,612.1,0.2209,0.1634,7.0,31.3260102,8.1,0.3734,3.3,0.0611,30.0,40.9,0.0322,0.1946,10.788022065,0.1783,0.6527
Minnesota,Pennington County,17171.0,352.4,689.4,577.7,0.4422,0.1742,8.5,36.710526316,9.6,0.3165,2.5,0.1614,10.0,51.9,0.2203,0.1245,9.1140962421,0.5466,0.7135
North Carolina,Orange County,16037.0,352.7,719.9,677.4,0.0952,0.4054,8.7,31.432020522,11.6,0.7004,7.0,0.1442,279.0,29.4,0.5498,0.3121,14.741297667,0.014,0.8367
Iowa,Guthrie County,48119.0,352.8,716.2,608.2,0.8138,0.2551,10.8,41.405082212,8.2,0.1098,3.6,0.1347,4.0,33.4,0.2964,0.1717,9.7617395327,0.6641,0.0557
South Dakota,Edmunds County,32015.0,355.1,797.7,639.7,0.6851,0.0197,13.9,29.064748201,6.4,0.0322,4.6,0.3209,2.0,43.7,0.0229,0.086,9.0479405807,0.206,0.1041
Wisconsin,Waukesha County,5013.0,355.6,841.2,839.9,0.4422,0.0115,3.7,17.120791682,6.1,0.3782,2.7,0.0115,566.0,34.9,0.155,0.1124,10.366019264,0.0503,0.1028
North Carolina,Cherokee County,38085.0,356.1,611.5,633.3,0.9723,0.6194,24.9,74.050073638,16.6,0.3021,14.2,0.5871,12.0,44.8,0.5498,0.6545,9.8732106339,0.4276,0.2884
Oregon,Multnomah County,13053.0,356.3,1294.9,1008.8,0.0869,0.5229,11.8,47.773708336,11.2,0.6921,6.7,0.2413,1191.0,48.8,0.8456,0.5172,17.489854771,0.0296,0.9271
Montana,Musselshell County,48111.0,357.1,854.8,757.3,0.8988,0.7452,24.6,47.626841244,10.4,0.0611,6.8,0.3868,84.43614372109570,39.5,0.9296,0.6207,9.682224429,0.2728,0.3066
Michigan,Lapeer County,40007.0,357.7,891.2,752.7,0.3897,0.1949,11.4,46.480511926,11.9,0.2802,7.2,0.2913,31.0,26.9,0.3703,0.6545,10.158587672,0.1439,0.2999
Washington,Whatcom County,31143.0,357.9,1284.4,1099.1,0.3298,0.5127,10.9,39.957092111,11.8,0.574,6.2,0.1748,210.0,25.1,0.7065,0.6376,16.685815391,0.049,0.8781
Minnesota,Aitkin County,42023.0,358.3,672.7,611.6,0.9914,0.3771,15.6,46.031746032,11.8,0.1853,4.1,0.2668,13.0,36.6,0.4817,0.5669,12.82967033,0.4897,0.4266
South Dakota,Lawrence County,40043.0,360.2,761.7,598.5,0.695,0.3,11.9,27.675276753,11.1,0.3095,9.3,0.0898,23.0,29.6,0.1223,0.086,12.113378266,0.1541,0.8625
Michigan,Shiawassee County,8023.0,360.6,543.4,496.0,0.432,0.2704,16.7,50.117476956,12.7,0.1748,4.8,0.1681,31.0,34.3,0.0981,0.4166,9.2028611459,0.3531,0.1401
Missouri,Phelps County,32029.0,364.6,786.4,546.2,0.242,0.8596,17.7,48.46892825,16.3,0.3782,7.9,0.5056,36.0,34.8,0.4457,0.6032,12.728842832,0.297,0.8265
Oregon,Deschutes County,8025.0,365.2,1124.8,725.1,0.5995,0.2369,8.7,39.296165679,10.2,0.4136,7.6,0.0942,203.0,104.9,0.6313,0.449,15.741715413,0.1487,0.2152
Arkansas,Madison County,20163.0,365.8,1042.1,793.5,0.5352,0.6395,25.2,64.599686028,16.1,0.3553,10.3,0.8577,5.0,34.4,0.7434,0.6545,7.0925730377,0.6383,0.3792
Utah,Cache County,48333.0,365.8,700.9,605.8,0.0092,0.5287,8.8,36.442704936,12.3,0.5084,6.6,0.1165,57.0,37.6,0.7953,0.1035,11.869948,0.0669,0.4686
Minnesota,Douglas County,51678.0,369.1,968.5,756.0,0.8198,0.0936,7.8,28.845166809,8.0,0.0611,3.0,0.0357,47.0,65.0,0.0981,0.1245,9.9993925035,0.2245,0.2098
Kentucky,Madison County,48283.0,369.6,1047.4,808.1,0.1079,0.7452,16.9,50.261819838,14.5,0.3553,5.0,0.5495,49.0,125.9,0.155,0.6831,12.339926559,0.1649,0.5899
Iowa,Montgomery County,46057.0,371.0,1224.0,744.2,0.738,0.5889,17.4,54.84867202,9.9,0.1904,3.5,0.3384,6.0,36.3,0.5498,0.7092,7.0530726257,0.9592,0.2916
Wisconsin,Kewaunee County,2016.0,371.4,1496.6,1101.9,0.6234,0.1048,7.0,27.782450238,8.1,0.1429,3.7,0.1283,11.0,38.9,0.2964,0.1124,6.8493150685,0.1289,0.1245
California,Mendocino County,48495.0,371.5,930.1,731.4,0.7163,0.7271,18.9,74.484223301,13.7,0.7373,8.6,0.5552,79.0,60.6,0.9277,0.9054,20.068758058,0.8182,0.8491
Minnesota,Lac Qui Parle County,46087.0,372.3,1058.4,715.5,0.9433,0.1048,11.7,39.227467811,8.5,0.1098,2.5,0.1442,6.0,35.2,0.2203,0.0646,7.7027948194,0.2961,0.2292
Montana,Prairie County,48065.0,373.6,806.1,665.7,0.9717,0.2608,20.1,44.776119403,10.6,0.0048,4.0,0.1347,84.43614372109570,54.1,0.0,0.3634,7.3226544622,0.6488,0.0322
Indiana,Gibson County,31011.0,374.9,1278.4,1028.2,0.3763,0.1949,11.6,39.897540984,11.1,0.1802,6.3,0.2744,12.0,26.9,0.6622,0.1484,7.1045677614,0.6243,0.6667
Utah,Juab County,31065.0,377.0,1183.0,878.6,0.0481,0.2704,9.6,36.679271227,12.5,0.2668,11.8,0.1831,8.0,27.9,0.9449,0.1369,5.7488207547,0.3206,0.1722
Kansas,Wallace County,8091.0,377.9,690.3,656.7,0.8055,0.2943,23.3,35.294117647,11.0,0.2633,5.9,0.1,84.43614372109570,18.7,0.0,0.0777,2.5782688766,0.7635,0.0169
New Hampshire,Cheshire County,16007.0,378.7,1009.1,1055.5,0.5521,0.1812,10.9,32.508952551,9.5,0.1748,6.3,0.1223,53.0,35.1,0.155,0.2188,12.603173534,0.1117,0.5556
Iowa,Boone County,31051.0,379.1,1377.8,1217.2,0.419,0.0809,8.0,32.014925373,7.7,0.1585,2.8,0.0579,13.0,30.9,0.4817,0.2188,5.8817948961,0.1974,0.3598
Colorado,Weld County,38021.0,379.4,1169.4,734.9,0.0519,0.2239,9.8,39.549634723,8.3,0.7326,7.9,0.4852,185.0,28.0,0.7249,0.3299,13.172805953,0.1519,0.5279
California,Tuolumne County,20069.0,380.2,1157.7,1115.7,0.9147,0.3962,13.4,47.918394427,12.7,0.5578,5.5,0.3114,38.0,26.3,0.7803,0.7092,16.863010607,0.3607,0.6692
Idaho,Benewah County,31169.0,381.0,1158.5,847.3,0.8138,0.6338,17.7,57.090103397,15.2,0.4785,11.4,0.4712,4.0,33.7,0.9414,0.885,8.1862886896,0.9331,0.5581
New York,Ontario County,29035.0,381.4,871.4,765.7,0.5718,0.1634,11.0,37.371150942,9.4,0.3461,3.3,0.1,84.0,26.3,0.155,0.2611,9.2813169165,0.1815,0.6301
Iowa,Plymouth County,38103.0,381.4,983.4,656.5,0.4893,0.1303,8.0,32.339826332,7.6,0.2668,5.0,0.1223,13.0,25.7,0.078,0.0646,5.9671605927,0.5922,0.0911
Tennessee,Stewart County,48207.0,384.3,977.1,769.7,0.6578,0.6194,21.1,54.43902439,14.7,0.2716,7.9,0.624,1.0,47.7,0.4457,0.7583,6.7796610169,0.6259,0.1445
Colorado,Teller County,13201.0,385.1,848.2,733.1,0.7036,0.0936,11.7,39.268200679,9.6,0.3703,8.6,0.0169,12.0,47.1,0.4457,0.6376,11.311053985,0.1299,0.0751
